what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86_64",1370880969579
ws,sysinfo,,,"cocoa",1370880969579
locale,sysinfo,,,"pt_BR",1370880969579
processors,sysinfo,,,"4",1370880969579
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370880969579
java.runtime.version,sysinfo,,,"1.6.0_45-b06-451-11M4406",1370880969579
java.specification.name,sysinfo,,,"Java Platform API Specification",1370880969579
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1370880969579
java.specification.version,sysinfo,,,"1.6",1370880969579
java.vendor,sysinfo,,,"Apple Inc.",1370880969579
java.version,sysinfo,,,"1.6.0_45",1370880969579
java.vm.info,sysinfo,,,"mixed mode",1370880969579
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1370880969579
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370880969579
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1370880969579
java.vm.specification.version,sysinfo,,,"1.0",1370880969579
java.vm.vendor,sysinfo,,,"Apple Inc.",1370880969579
java.vm.version,sysinfo,,,"20.45-b01-451",1370880969579
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1370880970648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370880970999
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1370880972517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370880973100
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1370880976537
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1370880976559
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1370880988700
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1370880990018
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1370880990020
started,bundle,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms",1370880992342
started,bundle,com.android.ide.eclipse.traceview,22.0.1.v201305230001--685705,"com.android.ide.eclipse.traceview",1370880992447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370880992667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370880998253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370880998449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881005091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881005330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881094092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881140633
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1370881153315
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1370881153336
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1370881153478
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1370881153530
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1370881153548
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1370881153562
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1370881153568
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1370881153570
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1370881153607
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1370881153611
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1370881153685
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1370881153747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881162664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881165809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881167445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881167530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881237491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881238784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881321465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881323478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881337490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881341620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881345708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881348664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881350981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881356536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881359923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881360610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881374448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881380859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881387382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881389085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881390551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881396183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881484005
opened,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1370881484169
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1370881484193
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370881488463
closed,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1370881488484
opened,editor,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1370881499720
activated,editor,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1370881499793
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1370881500635
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1370881500645
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1370881500704
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1370881500726
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1370881500748
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1370881500803
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1370881500860
activated,editor,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.editors.CommonXmlEditor",1370881503708
closed,editor,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1370881503713
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370881505158
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370881505619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370881505757
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370881511428
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1370881512357
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1370881518722
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1370881518785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370881529012
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1370881529012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881534544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881539891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881541755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881542885
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370881543095
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1370881543184
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1370881543686
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1370881543687
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1370881543688
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1370881543688
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1370881543689
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1370881543689
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1370881543690
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1370881543690
