what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1370915133068
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1370915133407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915137186
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1370915142885
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1370915142898
error,log,,,"activity_main.xml: Unexpected error in rendering, no details given",1370915144546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915144919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915145187
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1370915146471
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1370915146690
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1370915146721
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1370915146773
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1370915146806
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1370915146819
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1370915146962
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1370915147005
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1370915147069
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1370915147267
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1370915147423
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1370915147471
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1370915147868
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1370915148141
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1370915148294
closed,editor,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.editors.CommonXmlEditor",1370915148751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915149207
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1370915149284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1370915149284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915151694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915154488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1370915154517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915179868
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1370915261303
error,log,,,"Failed to load properties file for project 'Soma'",1370915261458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915261640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915325088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915328980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915334324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915415723
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370915416976
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1370915417277
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1370915417467
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1370915417529
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370915417580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915423387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370915434512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370915440058
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1370915441139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1370915447292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370915450786
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1370915465547
